month,week_of_month,day_of_week,make,accident_area,month_claimed,week_of_month_claimed,day_of_week_claimed,year,weeks_past,is_holidayweek_claim,sex,marital_status,fault,vehicle_category,vehicle_price,rep_number,deductible,driver_rating,days_policy-accident,days_policy-claim,past_number_of_claims,age_of_vehicle,age_of_policy-holder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change-claim,number_of_cars,base_policy,class
nov,4,sunday,toyota,rural,nov,5,tue,1995,1,0,male,single,third-party,sedan,20<=X<=29,6,400,2,>30,>30,2<=X<=4,5,26<=X<=30,no,no,external,none,none,<3,collision,legal
nov,1,saturday,vW,urban,nov,1,sat,1995,0,0,male,married,policy-holder,sport,30<=X<=39,4,400,4,>30,>30,>4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
oct,4,saturday,honda,urban,oct,4,wed,1995,0,0,male,single,policy-holder,sedan,20<=X<=29,7,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
may,3,tuesday,pontiac,urban,may,3,fri,1995,0,0,male,married,third-party,sedan,30<=X<=39,11,400,1,>30,>30,none,8,>65,no,no,external,none,one,<3,all-perils,legal
may,1,thursday,chevrolet,urban,may,2,mon,1995,1,0,male,married,policy-holder,sedan,>69,16,400,4,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
mar,4,saturday,chevrolet,urban,mar,5,wed,1995,1,0,male,single,policy-holder,sedan,20<=X<=29,11,400,2,>30,>30,one,7,51<=X<=65,no,no,external,none,none,<3,collision,legal
jan,2,monday,mazda,urban,jan,2,tue,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,8,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
jan,1,wednesday,pontiac,rural,jan,4,tue,1995,3,0,male,married,policy-holder,sedan,20<=X<=29,14,400,4,>30,>30,>4,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
oct,1,tuesday,pontiac,rural,oct,1,thu,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,4,400,1,>30,>30,none,8,>65,no,no,external,none,none,<3,all-perils,fraud
jan,1,monday,ford,rural,jan,1,mon,1995,0,1,male,single,policy-holder,sport,60<=X<=69,8,400,1,>30,>30,one,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
jan,1,wednesday,toyota,urban,jan,1,thu,1995,0,1,male,married,third-party,sport,20<=X<=29,15,400,1,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,liability,legal
jan,1,sunday,chevrolet,rural,jan,1,wed,1995,0,1,male,married,policy-holder,sedan,20<=X<=29,1,400,1,>30,>30,none,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
jan,1,sunday,toyota,urban,jan,2,mon,1995,1,0,male,married,third-party,sedan,20<=X<=29,16,400,2,>30,>30,one,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
dec,4,tuesday,honda,urban,jan,1,mon,1995,2,1,male,single,third-party,sedan,20<=X<=29,9,400,2,>30,>30,>4,4-Jan,26<=X<=30,no,no,external,3<=X<=5,none,<3,collision,legal
dec,5,wednesday,mazda,urban,jan,2,wed,1995,2,0,male,married,policy-holder,sport,30<=X<=39,2,400,2,>30,>30,>4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,liability,legal
dec,4,tuesday,pontiac,urban,jan,1,tue,1995,2,1,male,married,policy-holder,sedan,20<=X<=29,14,400,3,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
oct,1,tuesday,honda,urban,oct,1,wed,1995,0,0,male,married,third-party,sedan,20<=X<=29,10,400,2,>30,>30,one,8,41<=X<=50,no,no,external,1<=X<=2,none,3<=X<=4,all-perils,legal
nov,3,tuesday,mazda,urban,nov,4,wed,1995,1,1,female,married,policy-holder,sedan,30<=X<=39,15,400,4,>30,>30,one,7,51<=X<=65,no,no,external,none,4<=X<=8,<3,collision,legal
sep,2,friday,accura,urban,sep,2,fri,1995,0,1,male,married,policy-holder,sport,30<=X<=39,4,400,4,>30,>30,>4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,liability,legal
jun,4,monday,pontiac,urban,jun,4,mon,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,14,400,2,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,collision,legal
jun,2,monday,toyota,urban,jun,3,tue,1995,1,0,male,married,policy-holder,sedan,30<=X<=39,9,400,1,>30,>30,>4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
jun,2,monday,pontiac,urban,jun,3,wed,1995,1,0,female,married,third-party,sedan,20<=X<=29,14,400,3,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,3<=X<=5,none,<3,collision,legal
oct,3,wednesday,vW,rural,oct,4,tue,1995,1,0,male,married,policy-holder,sedan,30<=X<=39,15,400,4,>30,>30,one,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
nov,2,saturday,chevrolet,urban,jan,3,tue,1995,11,1,male,single,policy-holder,sedan,20<=X<=29,8,500,1,>30,>30,none,8,41<=X<=50,no,no,external,none,2<=X<=3,<3,all-perils,legal
nov,4,saturday,honda,rural,jan,4,wed,1995,10,0,male,single,policy-holder,sedan,>69,13,400,2,>30,>30,2<=X<=4,4-Jan,16<=X<=17,no,no,external,none,none,<3,all-perils,legal
feb,3,sunday,honda,urban,mar,2,wed,1995,4,0,male,single,third-party,sedan,>69,5,400,1,>30,>30,none,4-Jan,16<=X<=17,no,no,external,none,none,<3,all-perils,legal
feb,2,tuesday,mazda,urban,feb,2,wed,1995,0,0,male,married,policy-holder,sedan,<20,10,400,2,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
feb,2,tuesday,mazda,urban,feb,2,tue,1995,0,0,male,single,policy-holder,sedan,20<=X<=29,6,400,1,>30,>30,none,5,26<=X<=30,no,no,external,1<=X<=2,none,<3,all-perils,legal
jan,2,monday,honda,urban,jan,2,thu,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,1,400,1,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,1<=X<=2,none,<3,collision,legal
nov,2,thursday,mazda,urban,nov,2,fri,1995,0,1,male,married,policy-holder,sport,30<=X<=39,3,400,2,>30,>30,one,6,41<=X<=50,no,no,external,1<=X<=2,none,<3,liability,legal
oct,4,monday,honda,urban,oct,4,thu,1995,0,0,male,married,policy-holder,sedan,<20,1,400,2,8<=X<=15,15<=X<=30,none,5,26<=X<=30,no,no,external,none,none,<3,collision,legal
oct,4,tuesday,mazda,urban,oct,4,wed,1995,0,0,male,married,third-party,sedan,>69,9,400,1,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,none,none,<3,collision,legal
jun,4,thursday,toyota,urban,jun,4,thu,1995,0,0,female,widow,policy-holder,sedan,20<=X<=29,7,400,4,>30,>30,one,4-Jan,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
jun,4,thursday,mazda,urban,jun,4,fri,1995,0,0,male,married,third-party,sedan,30<=X<=39,5,400,2,>30,>30,one,8,36<=X<=40,no,no,external,1<=X<=2,none,<3,all-perils,legal
jun,4,wednesday,ford,rural,jun,4,thu,1995,0,0,male,married,third-party,sedan,40<=X<=59,6,400,3,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
jun,3,friday,ford,rural,jun,3,fri,1995,0,0,male,married,policy-holder,sedan,>69,15,400,1,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
apr,4,friday,pontiac,urban,apr,4,tue,1995,0,0,male,married,policy-holder,utility,40<=X<=59,4,400,1,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
apr,1,wednesday,toyota,urban,apr,2,tue,1995,1,1,male,married,policy-holder,sedan,<20,9,400,1,>30,>30,none,8,>65,no,no,external,3<=X<=5,none,<3,all-perils,legal
apr,1,thursday,pontiac,urban,apr,1,thu,1995,0,0,male,married,third-party,utility,>69,3,400,1,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,4<=X<=8,<3,all-perils,legal
mar,3,thursday,toyota,rural,mar,5,tue,1995,2,0,male,married,policy-holder,sedan,>69,10,400,4,>30,>30,one,8,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
mar,1,saturday,honda,urban,mar,1,sat,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,8,400,1,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
feb,1,thursday,honda,urban,feb,1,mon,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,3,400,4,>30,>30,one,6,>65,no,no,external,none,none,<3,all-perils,legal
oct,1,wednesday,honda,urban,oct,3,thu,1995,2,0,male,married,third-party,sedan,20<=X<=29,11,400,3,>30,>30,one,7,41<=X<=50,no,no,external,none,none,<3,collision,legal
dec,4,friday,honda,urban,jan,1,wed,1995,2,1,male,married,policy-holder,sedan,20<=X<=29,5,400,1,>30,>30,one,6,36<=X<=40,no,no,external,>5,none,<3,collision,legal
oct,4,sunday,toyota,urban,oct,4,mon,1995,0,0,female,married,policy-holder,sedan,20<=X<=29,4,400,4,>30,>30,none,6,41<=X<=50,no,no,external,1<=X<=2,none,<3,all-perils,legal
oct,4,monday,chevrolet,urban,oct,4,mon,1995,0,0,male,single,third-party,sport,20<=X<=29,12,400,1,>30,>30,none,8,51<=X<=65,no,no,internal,none,none,<3,liability,legal
oct,2,thursday,toyota,urban,jan,2,thu,1995,15,0,male,single,policy-holder,sedan,20<=X<=29,12,400,4,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
aug,4,saturday,chevrolet,urban,aug,5,wed,1995,1,0,male,married,policy-holder,utility,>69,12,400,4,>30,>30,none,5,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
aug,4,sunday,chevrolet,urban,aug,4,tue,1995,0,0,male,married,policy-holder,sedan,>69,11,400,3,>30,>30,>4,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
aug,3,tuesday,pontiac,urban,aug,3,tue,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,13,400,1,>30,>30,none,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,legal
jun,3,friday,honda,urban,jun,3,mon,1995,0,0,male,married,third-party,sedan,20<=X<=29,9,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jun,2,sunday,pontiac,urban,jun,4,wed,1995,2,0,female,married,policy-holder,sport,<20,10,400,1,>30,>30,none,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
may,2,tuesday,pontiac,urban,may,2,thu,1995,0,0,male,single,policy-holder,sport,20<=X<=29,12,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
may,2,sunday,pontiac,urban,may,3,tue,1995,1,0,male,married,policy-holder,sedan,20<=X<=29,14,400,3,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
may,1,friday,toyota,urban,may,2,mon,1995,1,0,male,married,policy-holder,sedan,>69,5,400,1,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
mar,5,monday,ford,urban,apr,1,tue,1995,1,0,male,married,policy-holder,sedan,30<=X<=39,12,400,3,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
mar,3,wednesday,pontiac,urban,mar,4,mon,1995,1,0,male,married,third-party,sedan,30<=X<=39,6,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
feb,1,friday,pontiac,urban,feb,2,mon,1995,1,0,male,married,policy-holder,sedan,<20,3,400,2,>30,>30,none,6,31<=X<=35,no,no,external,>5,none,3<=X<=4,all-perils,legal
feb,1,saturday,pontiac,urban,feb,2,mon,1995,1,0,male,single,third-party,sedan,<20,14,400,2,>30,>30,none,8,51<=X<=65,no,no,external,>5,none,<3,all-perils,legal
jul,4,sunday,honda,urban,sep,1,mon,1995,7,0,male,married,third-party,sedan,30<=X<=39,12,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,4<=X<=8,<3,collision,legal
apr,2,saturday,toyota,urban,apr,2,tue,1995,0,1,male,married,policy-holder,sedan,20<=X<=29,7,400,2,>30,>30,none,8,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
mar,2,friday,ford,urban,apr,1,tue,1995,4,0,female,married,third-party,sedan,60<=X<=69,10,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
mar,2,saturday,pontiac,rural,mar,2,mon,1995,0,0,male,married,policy-holder,sport,20<=X<=29,9,700,2,>30,>30,>4,8,36<=X<=40,no,no,external,3<=X<=5,none,<3,liability,legal
feb,2,thursday,mazda,urban,feb,2,fri,1995,0,0,male,married,policy-holder,sedan,30<=X<=39,5,400,4,>30,>30,2<=X<=4,8,>65,no,no,external,1<=X<=2,none,<3,collision,legal
feb,2,wednesday,toyota,urban,feb,3,wed,1995,1,0,male,married,third-party,sedan,20<=X<=29,10,400,3,>30,>30,none,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
feb,2,wednesday,honda,urban,mar,2,fri,1995,5,0,female,married,policy-holder,sedan,20<=X<=29,4,400,1,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,2,wednesday,toyota,urban,feb,2,thu,1995,0,0,female,single,policy-holder,sedan,20<=X<=29,16,400,4,>30,>30,>4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
feb,2,tuesday,pontiac,urban,feb,2,tue,1995,0,0,female,married,third-party,sport,20<=X<=29,9,400,1,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
apr,2,saturday,mazda,urban,apr,2,wed,1995,0,1,male,married,policy-holder,sedan,30<=X<=39,5,400,3,>30,>30,none,8,>65,no,no,external,none,none,<3,collision,legal
mar,4,monday,chevrolet,urban,apr,2,thu,1995,3,1,male,married,third-party,sedan,30<=X<=39,7,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
mar,4,tuesday,pontiac,rural,mar,5,mon,1995,1,0,male,married,policy-holder,sedan,30<=X<=39,3,400,2,>30,>30,one,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
mar,4,tuesday,ford,urban,mar,4,tue,1995,0,0,male,married,third-party,sport,30<=X<=39,2,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
feb,4,wednesday,pontiac,urban,mar,1,tue,1995,2,0,male,married,third-party,sedan,20<=X<=29,9,400,4,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
feb,3,monday,toyota,urban,mar,1,tue,1995,3,0,female,married,policy-holder,sedan,<20,16,400,2,>30,>30,2<=X<=4,5,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
feb,2,wednesday,pontiac,urban,feb,2,thu,1995,0,0,female,married,third-party,sedan,20<=X<=29,1,500,2,>30,>30,none,6,36<=X<=40,no,no,external,1<=X<=2,2<=X<=3,<3,collision,fraud
jan,4,thursday,accura,rural,jan,5,mon,1995,1,0,male,married,policy-holder,sedan,>69,8,400,1,>30,>30,none,6,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
jan,4,monday,dodge,urban,jun,2,thu,1995,23,0,male,married,third-party,sedan,20<=X<=29,11,400,3,1<=X<=7,>30,one,7,41<=X<=50,no,no,external,none,none,<3,collision,legal
oct,2,friday,saturn,urban,oct,2,mon,1995,0,1,male,married,policy-holder,sedan,20<=X<=29,10,400,4,>30,>30,none,8,51<=X<=65,no,no,external,3<=X<=5,none,<3,all-perils,fraud
jan,4,wednesday,dodge,urban,jan,5,mon,1995,1,0,male,married,policy-holder,sedan,30<=X<=39,16,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jan,3,tuesday,chevrolet,urban,jan,3,thu,1995,0,1,male,married,policy-holder,utility,>69,4,400,1,>30,>30,none,8,51<=X<=65,no,no,external,>5,none,<3,all-perils,legal
oct,2,friday,toyota,urban,oct,2,thu,1995,0,1,male,single,policy-holder,sedan,<20,9,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,4<=X<=8,<3,all-perils,fraud
jan,3,tuesday,honda,urban,jan,5,fri,1995,2,0,male,single,policy-holder,sedan,<20,13,400,1,>30,>30,none,5,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,2,wednesday,mazda,urban,jan,2,thu,1995,0,0,male,married,third-party,sedan,20<=X<=29,3,400,3,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,2,wednesday,toyota,urban,jan,2,thu,1995,0,0,male,married,third-party,sedan,20<=X<=29,7,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
jan,2,tuesday,chevrolet,urban,jan,2,wed,1995,0,0,male,married,policy-holder,sedan,30<=X<=39,3,400,1,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
aug,3,wednesday,honda,urban,sep,3,mon,1995,5,0,male,single,policy-holder,sport,30<=X<=39,15,400,1,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
oct,1,monday,mazda,urban,jan,2,mon,1995,16,0,male,married,policy-holder,sedan,20<=X<=29,2,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
aug,2,sunday,pontiac,rural,jan,2,wed,1995,25,0,male,married,third-party,sedan,20<=X<=29,10,400,2,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,4,tuesday,mazda,urban,feb,4,thu,1995,0,1,male,single,third-party,sport,>69,10,400,4,>30,>30,none,5,31<=X<=35,no,yes,external,1<=X<=2,none,<3,collision,legal
feb,4,wednesday,saturn,urban,feb,4,wed,1995,0,1,male,single,policy-holder,sport,40<=X<=59,16,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
feb,2,monday,mazda,urban,feb,2,mon,1995,0,0,male,married,policy-holder,sport,30<=X<=39,5,400,4,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,liability,legal
feb,3,monday,toyota,urban,feb,4,tue,1995,1,1,male,married,policy-holder,sport,30<=X<=39,4,400,4,>30,>30,>4,8,36<=X<=40,no,no,external,none,none,<3,liability,legal
feb,1,tuesday,honda,urban,feb,1,wed,1995,0,0,male,single,policy-holder,sport,>69,13,400,4,>30,>30,one,4-Jan,16<=X<=17,no,no,external,none,none,<3,liability,legal
jan,5,monday,honda,urban,feb,1,tue,1995,1,0,male,single,third-party,sport,>69,9,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
jan,2,friday,honda,urban,jan,2,mon,1995,0,0,male,single,policy-holder,sedan,>69,15,400,3,>30,>30,one,4-Jan,16<=X<=17,no,no,external,none,one,<3,all-perils,legal
jan,1,thursday,honda,urban,jan,2,fri,1995,1,0,female,married,third-party,sport,>69,4,400,2,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
dec,2,sunday,honda,urban,dec,2,mon,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,10,400,3,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
dec,1,friday,toyota,urban,jan,1,wed,1995,5,1,male,married,policy-holder,sedan,<20,7,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
aug,4,friday,pontiac,urban,feb,2,thu,1995,28,0,female,married,policy-holder,sport,20<=X<=29,16,400,3,>30,>30,none,7,31<=X<=35,no,no,external,none,none,3<=X<=4,liability,legal
jul,4,wednesday,chevrolet,urban,aug,1,thu,1995,2,0,male,married,policy-holder,sedan,20<=X<=29,11,400,4,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
jan,1,saturday,toyota,urban,jan,2,fri,1995,1,0,male,married,third-party,sedan,20<=X<=29,1,400,1,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
jan,1,sunday,toyota,urban,jan,2,tue,1995,1,0,female,married,policy-holder,sedan,<20,3,400,4,>30,>30,none,8,41<=X<=50,no,no,external,none,4<=X<=8,<3,all-perils,legal
dec,5,thursday,dodge,urban,jan,1,tue,1995,1,1,male,married,policy-holder,sedan,30<=X<=39,3,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
dec,4,sunday,honda,urban,jan,1,mon,1995,2,1,male,married,third-party,sedan,20<=X<=29,14,400,4,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
dec,3,wednesday,mazda,urban,jan,3,tue,1995,5,1,male,single,policy-holder,sport,30<=X<=39,8,400,4,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,none,<3,liability,legal
oct,2,saturday,toyota,urban,oct,4,mon,1995,2,0,male,single,policy-holder,sedan,20<=X<=29,5,400,1,>30,>30,none,4-Jan,21<=X<=25,no,no,external,>5,none,<3,all-perils,fraud
oct,2,saturday,mazda,urban,oct,3,thu,1995,1,0,male,single,third-party,sport,20<=X<=29,6,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
dec,3,monday,pontiac,urban,jan,2,wed,1995,4,0,male,married,policy-holder,sedan,20<=X<=29,11,400,1,>30,>30,one,8,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
dec,4,sunday,pontiac,urban,feb,3,wed,1995,9,0,male,married,policy-holder,sport,20<=X<=29,6,400,4,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,liability,legal
oct,2,saturday,mazda,urban,oct,2,tue,1995,0,1,male,married,third-party,sport,>69,7,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
dec,5,thursday,pontiac,urban,jan,1,wed,1995,1,1,male,married,third-party,sport,>69,8,400,2,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
dec,5,tuesday,saab,urban,jan,1,tue,1995,1,1,male,married,policy-holder,sedan,30<=X<=39,10,400,2,>30,>30,one,5,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
dec,5,tuesday,honda,urban,jan,2,fri,1995,2,0,male,married,policy-holder,sport,20<=X<=29,6,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
dec,5,friday,toyota,urban,jan,1,tue,1995,1,1,male,married,policy-holder,sedan,>69,16,400,3,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
jan,1,sunday,nisson,urban,jan,4,fri,1995,3,0,male,married,policy-holder,sedan,30<=X<=39,16,400,3,>30,>30,>4,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
dec,5,friday,pontiac,urban,jan,1,wed,1995,1,1,female,married,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
jan,1,tuesday,honda,urban,jan,1,tue,1995,0,1,male,single,policy-holder,sport,30<=X<=39,10,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
jan,1,tuesday,honda,urban,jan,1,tue,1995,0,1,male,single,policy-holder,sedan,20<=X<=29,6,400,1,>30,>30,2<=X<=4,6,26<=X<=30,no,no,external,1<=X<=2,none,<3,collision,legal
jan,2,friday,pontiac,urban,jan,2,fri,1995,0,0,male,married,policy-holder,sport,20<=X<=29,15,400,2,>30,>30,>4,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
jan,1,thursday,pontiac,rural,jan,2,tue,1995,1,0,male,married,policy-holder,sport,>69,15,400,4,>30,>30,>4,7,41<=X<=50,no,no,external,>5,none,<3,liability,legal
jan,1,thursday,pontiac,rural,jan,2,mon,1995,1,0,female,single,policy-holder,sedan,20<=X<=29,1,400,3,>30,>30,none,5,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,2,monday,honda,urban,jan,2,wed,1995,0,0,male,married,third-party,sport,>69,13,400,1,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
jan,2,monday,honda,urban,jan,2,wed,1995,0,0,male,single,policy-holder,sedan,>69,14,400,1,>30,>30,one,4-Jan,16<=X<=17,no,no,external,none,4<=X<=8,<3,all-perils,legal
jan,2,tuesday,ford,urban,jan,3,thu,1995,1,1,male,married,policy-holder,sedan,30<=X<=39,15,400,3,>30,>30,>4,6,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,2,tuesday,honda,urban,jan,4,wed,1995,2,0,male,married,third-party,sport,>69,6,700,2,>30,>30,>4,7,31<=X<=35,no,no,external,none,none,<3,liability,legal
jan,3,saturday,honda,urban,jan,3,tue,1995,0,1,male,single,policy-holder,sport,20<=X<=29,10,500,2,>30,>30,2<=X<=4,6,51<=X<=65,no,no,external,none,2<=X<=3,<3,liability,legal
jan,3,saturday,saturn,urban,jan,3,mon,1995,0,1,male,single,policy-holder,sedan,20<=X<=29,4,400,1,>30,>30,none,6,26<=X<=30,no,no,external,none,none,<3,all-perils,legal
jan,3,thursday,toyota,urban,jan,5,fri,1995,2,0,male,married,third-party,sedan,20<=X<=29,2,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,collision,legal
jan,4,friday,honda,urban,jan,4,thu,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,4,400,4,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,4,saturday,honda,urban,jan,4,wed,1995,0,0,male,married,third-party,sedan,30<=X<=39,10,400,1,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
oct,2,sunday,mecedes,urban,oct,2,mon,1995,0,1,male,married,policy-holder,sedan,>69,14,400,3,>30,>30,none,7,51<=X<=65,no,no,external,none,none,<3,all-perils,fraud
jan,4,sunday,honda,urban,jan,4,mon,1995,0,0,male,married,third-party,sedan,>69,8,400,3,>30,>30,none,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jan,4,tuesday,mazda,urban,feb,1,wed,1995,2,0,male,married,third-party,sedan,20<=X<=29,13,400,3,>30,>30,one,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jan,5,monday,toyota,urban,feb,1,tue,1995,1,0,male,married,policy-holder,sport,20<=X<=29,14,400,1,>30,>30,>4,8,36<=X<=40,no,no,external,none,none,<3,liability,legal
oct,2,sunday,pontiac,urban,oct,2,tue,1995,0,1,male,married,third-party,sedan,30<=X<=39,11,400,1,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
feb,1,thursday,honda,urban,feb,1,thu,1995,0,0,male,married,policy-holder,sport,30<=X<=39,16,400,3,1<=X<=7,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,none,<3,liability,legal
oct,2,sunday,mazda,urban,oct,2,tue,1995,0,1,male,married,policy-holder,sedan,20<=X<=29,9,400,3,>30,>30,one,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,fraud
mar,1,sunday,chevrolet,rural,mar,2,wed,1995,1,0,male,single,policy-holder,sedan,20<=X<=29,4,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
oct,2,sunday,pontiac,urban,oct,4,sat,1995,2,0,male,single,policy-holder,sedan,20<=X<=29,13,400,4,>30,>30,none,4-Jan,21<=X<=25,no,no,external,1<=X<=2,none,<3,all-perils,fraud
